Gene_id	Symbol	Gene_type	Sample_R01	Sample_R02	Sample_R03	Sample_R04	Sample_R05	Sample_R06	Sample_R07	Sample_R08	Sample_R09	Sample_R10	Sample_R11	Sample_R12	Sample_R13	Sample_R14
ENSMUSG00000095140	Gm24388	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095141	Gm28891	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095142	Gm24389	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095143	Hsd3b4	protein_coding	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095146	Gm24387	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095147	Mir3070a	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095148	Gm20873	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095149	Gm24390	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095150	Rps19-ps13	processed_pseudogene	1.01	0	5.42	0	0	0	1.01	1.01	0	0	0	0	1.03	0
ENSMUSG00000095151	Gm24028	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095152	Gm3657	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095153	Gm21095	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095154	Mir344i	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095155	Gm26032	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095156	Olfr1281	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095159	Tubb4b-ps1	processed_pseudogene	21.86	23.66	19.05	5.85	3.68	1.09	7.19	3.79	8.46	10.06	14.69	14.95	8.92	11.31
ENSMUSG00000095160	Gm25548	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095161	Gm4305	protein_coding	0.5	0	0	0	0	0	0	0	0	0	0	0	0.75	0
ENSMUSG00000095163	Vmn1r138	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095165	Gm25547	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095168	Gm4795	processed_pseudogene	6.52	2.24	4.49	3.12	2.84	0	4.5	4.62	8.24	13.91	6.99	19.68	7.39	4.52
ENSMUSG00000095169	Gm25546	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095170	Ighv8-11	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095171	Taar7b	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095172	Gm20822	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095174	Gm20069	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095175	Gm22722	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095176	Gm22723	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095178	Gm22716	snRNA	0	1	0	0	1	0	3	0	0	0	0	0	0	0
ENSMUSG00000095179	Gm21638	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095180	Rhox5	protein_coding	68	80	65	70	46	50	55	35	49	50	81	118	74	65
ENSMUSG00000095182	Gm26374	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095183	n-R5s138	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095184	Gm26375	snRNA	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000095185	Vmn1r-ps75	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095186	Gm10718	protein_coding	0	0	0	0	0	0	1.15	1	1.85	0	0	0	0	0
ENSMUSG00000095187	Olfr1381	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095188	Gm26376	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095189	Olfr1472	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095190	Gm10668	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095191	Gm5725	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095192	Gm21529	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095193	Gm20939	protein_coding	46.3	74.44	37.7	58.1	100	14	131.12	90.42	73.22	57.47	90.38	62.15	113.58	143.96
ENSMUSG00000095194	Olfr936	polymorphic_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095195	Gm3005	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095196	Gm8305	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095197	Ighv1-59	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095198	Mir467a-3	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095199	Zfp967	protein_coding	0	0	11.52	0	1.56	0	0	0	7.7	0	0	0	0	0
ENSMUSG00000095200	Ighv1-7	IG_V_gene	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095201	Vmn1r91	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095202	Gm6100	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095203	Gm13810	processed_pseudogene	2.8	4.35	8.17	2.82	1.4	0	5.46	6.18	2.05	1.36	6.79	3.35	4.39	2.13
ENSMUSG00000095204	Ighv1-52	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095205	Snord93	snoRNA	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095206	Gm17404	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095207	CR974586.1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095209	Gm22398	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095210	Ighv5-9-1	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095212	Olfr473	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095213	Gm9944	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095214	Gm25232	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095217	Hist1h2bn	protein_coding	3.05	9.47	0	7.3	5.4	0	9.59	8.53	0	0	7.36	0	3.6	0
ENSMUSG00000095218	Olfr1338	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095220	Gm23560	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095221	Gm23561	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095222	Mir467a-9	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095224	F930015N05Rik	protein_coding	9	5	5	6	2	2	18	3	2	3	3	0	3	4
ENSMUSG00000095226	Gm10377	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095228	Gm22233	snoRNA	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0
ENSMUSG00000095229	Gm2784	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095231	Gm14297	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095232	Scgb1b19	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095233	Gm26378	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095234	Gm21586	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095236	Olfr38	protein_coding	0	0	0	0	0	0	0	0	0	0.33	0	0	0	0
ENSMUSG00000095238	Gm4845	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095239	Olfr497	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095240	Cypt14	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095241	Gm5478	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095242	Gm20834	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095243	Gm24754	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095245	Gm24753	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095246	Gm24752	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095247	Ccl27a	protein_coding	0	0	0	0	0	0	0	0.5	0.5	0	0	0	0	0
ENSMUSG00000095248	Olfr681	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095249	n-R5s103	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095250	AC133103.4	protein_coding	0	0.17	0	0.14	0	0	0	0	0	0	0	0.2	0	0
ENSMUSG00000095251	Gm10697	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095253	Zfp799	protein_coding	285	248	277	301	393	489	351	315	342	415	233	178	337.01	469
ENSMUSG00000095254	Gm9257	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000095255	Gm23086	miRNA	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000095256	n-R5s209	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095257	Scgb1b3	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095258	Gm10593	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095259	Gm14357	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095260	Gm25890	snRNA	0	0	0	0	0	0.5	0	0	0	0	0	0	0.17	0
ENSMUSG00000095261	Gm17391	processed_pseudogene	0	1.94	0	3	0	0	0	2.95	2	0	1.99	1	0.98	1
ENSMUSG00000095262	Gm21893	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000095263	Gm21094	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095264	Gm2854	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095265	Gm16368	processed_pseudogene	0	0	2.82	0	0	0	6.67	0	0	0	0	3.03	5.62	0
ENSMUSG00000095266	Gm5225	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSMUSG00000095267	Ssty1	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095269	Mir466b-8	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095270	Ifna9	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095272	Gm24242	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095273	Vmn1r142	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095274	Obox4-ps27	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095275	Vmn1r107	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095276	Gfy	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095277	Rps12-ps22	processed_pseudogene	0	0	0	0	0	0	1.77	0	0	0	0	0	0	0
ENSMUSG00000095278	Gm27634	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095279	Gm10067	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095280	Gm21738	protein_coding	0	2	0	1	1	0	5.77	0	5	3	1	1	0	3
ENSMUSG00000095281	Gm22549	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095282	Gm22548	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095283	Astx1b	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095284	Gm22550	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095285	Ighv5-9	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095286	Olfr117	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095287	Vmn1r-ps78	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095288	Gm7618	processed_pseudogene	1.13	1.1	0	0	1.17	0	1.07	0	0	0	1.08	0	0	0
ENSMUSG00000095289	Gm22547	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095290	Gm24196	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095291	Gm12613	unprocessed_pseudogene	0.25	0	0	0.09	0	0	0.88	0	0.11	0.11	0	0	0	0
ENSMUSG00000095292	Mir344d-3	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095293	Gm10058	protein_coding	0	0	0.11	0	0	0	0.03	0	0.11	0	0	0	0	0
ENSMUSG00000095294	Gm21119	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095295	Gm3488	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095296	Gm8906	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095297	Gm25381	miRNA	0	0.4	0.5	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095298	Gm12407	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095299	Gm25380	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095300	Gm906	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095301	Olfr476	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095302	Ssty2	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095304	Plac9a	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095305	Gm23790	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095307	Gm12573	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095309	Vmn1r125	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095310	Gm25463	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095311	Gm25464	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095312	Olfr382	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095314	Gm25462	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095315	Gm10130	protein_coding	4	4.49	2	5.52	1.24	3	3.12	6.07	3.6	5.52	6.63	5.34	2.81	1.35
ENSMUSG00000095316	Gm21876	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095318	Gm8024	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095319	Gm25465	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095320	Ccl21a	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095321	Gm2092	unprocessed_pseudogene	0	0	0.11	0	0	0	0.03	0	0.11	0	0	0	0	0
ENSMUSG00000095322	Olfr957	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095323	Mir3470a	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095324	Gm20825	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095325	Zfp870	protein_coding	95	109	103	114	91	69	103	99	50	61	48	41	57	69
ENSMUSG00000095327	Gm14996	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095328	Defa-ps6	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095329	Gm17330	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095330	Gm21834	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095331	Ptma-ps1	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000095332	Gm9821	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095333	Gm24314	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095334	Gm21984	processed_transcript	4.45	0	0	2.23	0	1.02	1.13	2.28	0	1.15	0	1.95	0	2.27
ENSMUSG00000095335	Igkv3-5	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095336	Gm24315	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095338	Igkv3-9	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095339	Zscan4b	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095340	Mir669j	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095341	Gm428	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095342	Gm26096	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095344	Gm6838	unprocessed_pseudogene	0	1.28	0	0	0	0	0	1	0	0	1	0	2.05	0
ENSMUSG00000095345	Gm21821	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095346	Gm21905	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095347	Gm26095	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095348	Gm3892	antisense	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095349	Gm26097	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095350	Gm23284	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095351	Igkv3-2	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095353	Gm21783	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095356	Gm7398	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095357	Gm23286	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095358	Vmn1r165	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095360	Gm3594	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095361	Gm24967	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095362	Gm14325	protein_coding	115.18	124.74	106.28	174.28	149.31	198.45	282.91	259.32	268.84	340.68	195.26	136.43	192.4	256.62
ENSMUSG00000095363	Gm4567	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095365	Rbm31y	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095366	Gm21860	protein_coding	0	0.4	0	0	0	0.93	0.66	0	1.39	0.76	0.26	0.77	0.36	1.37
ENSMUSG00000095367	Gm20784	processed_pseudogene	28.03	43.98	27.88	36.64	48.83	4.11	48.44	36.44	49.88	37.14	61.49	101.86	39.61	37.73
ENSMUSG00000095368	Gm3012	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095369	Gm21859	lincRNA	0	0	0	0	0	0	0	0	0	1	0	1	2	0
ENSMUSG00000095370	Trav6n-7	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095371	Gm9611	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095372	Gm22111	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095374	Snord116l16	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095376	Gm22109	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095377	Olfr91	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095379	Gm22108	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095380	Gm23952	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095382	Gm24466	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095383	Vmn1r152	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095384	1700001F09Rik	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095385	D630033O11Rik	protein_coding	0	0	5	2	0	0	2	7	1	0	0	0	0	0
ENSMUSG00000095386	Gm17662	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095387	Trav6d-4	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095388	Gm10681	protein_coding	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095389	Gm23953	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095390	Olfr229	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095392	Gm7350	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095393	Gm25619	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095394	Gm25485	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095395	Gm25617	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095396	Gm25618	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095398	Gm16404	unprocessed_pseudogene	0	0	0.14	0	0	0	0	0	0.14	0	0	0.38	0	0
ENSMUSG00000095399	Ighd6-1	IG_D_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095401	Olfr804	protein_coding	1	2	1	3	6	0	0	6	4	0	0	2	4	1
ENSMUSG00000095402	Gm25585	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095403	Gm21092	unprocessed_pseudogene	76.09	35.18	27.48	41.97	37.92	74.71	40.95	9.07	10.14	30.1	48.82	23.86	17.98	40.06
ENSMUSG00000095406	Gm18025	protein_coding	4.7	0	2.02	0	1.45	0	5.02	2.56	2.72	1.2	1.41	0	1.64	0.08
ENSMUSG00000095407	Tmem200c	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095408	Gm8366	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095409	Gm13043	protein_coding	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000095410	n-R5s121	rRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095411	Gm15260	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095412	Gm5885	transcribed_unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095413	H2al1e	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095414	Gm23923	snoRNA	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0
ENSMUSG00000095416	Ighv1-12	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095418	Gm23922	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095419	Gm14328	processed_pseudogene	51.48	133.96	14.53	55.77	31.2	3	13.18	31.58	3.36	0.94	21.98	22.07	45.27	25.25
ENSMUSG00000095420	Astx1a	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095422	Gm24415	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095423	Gm7375	unprocessed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095424	Gm24416	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095425	Gm24417	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095426	Trav6d-5	TR_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095427	Rps2-ps6	protein_coding	3.15	2.27	5.17	1.18	2.37	4.19	1.17	2.25	1.1	2.57	0	5.75	5.83	2.28
ENSMUSG00000095428	Gm24418	snoRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095429	Ighv5-12	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095430	Vmn1r72	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095431	Gm26240	snRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095432	Zfp748	protein_coding	283.22	309.22	223.27	308.58	212.25	239	210.37	177	164.79	160.35	171.43	144.33	149.37	215.08
ENSMUSG00000095433	Gm21914	lincRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095434	CAAA01205117.2	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095435	Gm22745	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095436	Gm15254	processed_pseudogene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095437	Gm23606	miRNA	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095438	Mir133a-1hg	antisense	0	0	0	1	0	0	1	0	26	20	0	0	0	0
ENSMUSG00000095440	Fignl2	protein_coding	5	8	11	3	6	12	9	7	9	6	2	1	9	11
ENSMUSG00000095442	Ighv1-4	IG_V_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095444	Ighd2-4	IG_D_gene	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095445	H2al1i	protein_coding	0	0	0	0	0	0	0	0	0	0	0	0	0	0
